CP007128.1-2426	NC_011353.1	97.22	36	1	0	38	73	493603	493638	5.4e-12	69.0
CP007128.1-2315	NC_011353.1	79.66	59	12	0	49	107	5082299	5082241	8.6e-14	75.0
CP007128.1-2315	NC_011353.1	93.33	15	1	0	30	44	5082317	5082303	2.0e+01	27.0
CP007128.1-2079	NC_011353.1	92.86	70	5	0	2	71	5121239	5121308	2.2e-28	123.0
CP007128.1-2079	NC_011353.1	92.86	70	5	0	2	71	4935942	4936011	2.2e-28	123.0
CP007128.1-2079	NC_011353.1	92.86	70	5	0	2	71	4839520	4839589	2.2e-28	123.0
CP007128.1-1786	NC_011353.1	96.30	54	2	0	64	117	4265187	4265240	1.6e-20	97.0
CP007128.1-1786	NC_011353.1	96.30	54	2	0	64	117	4936437	4936384	1.6e-20	97.0
CP007128.1-1786	NC_011353.1	96.30	54	2	0	64	117	228751	228698	1.6e-20	97.0
CP007128.1-1786	NC_011353.1	100.00	7	0	0	126	132	4265246	4265252	2.1e+05	14.0
CP007128.1-1387	NC_011353.1	100.00	34	0	0	117	150	230958	230991	1.9e-11	67.0
CP007128.1-1387	NC_011353.1	100.00	34	0	0	117	150	4842131	4842164	1.9e-11	67.0
CP007128.1-1387	NC_011353.1	100.00	34	0	0	117	150	4938644	4938677	1.9e-11	67.0
CP007128.1-1387	NC_011353.1	100.00	34	0	0	117	150	5123849	5123882	1.9e-11	67.0
CP007128.1-1387	NC_011353.1	100.00	34	0	0	117	150	5082823	5082856	1.9e-11	67.0
CP007128.1-1387	NC_011353.1	100.00	34	0	0	117	150	4262982	4262949	1.9e-11	67.0
CP007128.1-1387	NC_011353.1	100.00	34	0	0	117	150	3551610	3551577	1.9e-11	67.0
CP007128.1-1387	NC_011353.1	100.00	28	0	0	51	78	230898	230925	5.7e-08	56.0
CP007128.1-1387	NC_011353.1	100.00	28	0	0	51	78	4842071	4842098	5.7e-08	56.0
CP007128.1-1387	NC_011353.1	100.00	28	0	0	51	78	4938584	4938611	5.7e-08	56.0
CP007128.1-1387	NC_011353.1	100.00	28	0	0	51	78	5123789	5123816	5.7e-08	56.0
CP007128.1-1387	NC_011353.1	100.00	28	0	0	51	78	5082763	5082790	5.7e-08	56.0
CP007128.1-1387	NC_011353.1	100.00	28	0	0	51	78	4263042	4263015	5.7e-08	56.0
CP007128.1-1387	NC_011353.1	100.00	28	0	0	51	78	3551670	3551643	5.7e-08	56.0
CP007128.1-1387	NC_011353.1	91.67	12	0	1	104	114	230945	230956	4.7e+05	13.0
CP007128.1-1387	NC_011353.1	91.67	12	0	1	104	114	4842118	4842129	4.7e+05	13.0
CP007128.1-1387	NC_011353.1	91.67	12	0	1	104	114	4938631	4938642	4.7e+05	13.0
CP007128.1-1387	NC_011353.1	91.67	12	0	1	104	114	5123836	5123847	4.7e+05	13.0
CP007128.1-1387	NC_011353.1	91.67	12	0	1	104	114	5082810	5082821	4.7e+05	13.0
CP007128.1-1387	NC_011353.1	91.67	12	0	1	104	114	4262995	4262984	4.7e+05	13.0
CP007128.1-1387	NC_011353.1	91.67	12	0	1	104	114	3551623	3551612	4.7e+05	13.0
CP007128.1-1296	NC_011353.1	92.00	75	6	0	76	150	5121308	5121234	1.7e-30	130.0
CP007128.1-1296	NC_011353.1	92.00	75	6	0	76	150	4936011	4935937	1.7e-30	130.0
CP007128.1-1296	NC_011353.1	92.00	75	6	0	76	150	4839589	4839515	1.7e-30	130.0
CP007128.1-920	NC_011353.1	97.22	72	2	0	3	74	3554271	3554342	2.1e-32	137.0
CP007128.1-920	NC_011353.1	97.22	72	2	0	3	74	4265741	4265812	2.1e-32	137.0
CP007128.1-920	NC_011353.1	97.22	72	2	0	3	74	228197	228126	2.1e-32	137.0
CP007128.1-920	NC_011353.1	97.22	72	2	0	3	74	5121180	5121109	2.1e-32	137.0
CP007128.1-920	NC_011353.1	97.22	72	2	0	3	74	5080154	5080083	2.1e-32	137.0
CP007128.1-920	NC_011353.1	97.22	72	2	0	3	74	4935883	4935812	2.1e-32	137.0
CP007128.1-920	NC_011353.1	97.22	72	2	0	3	74	4839461	4839390	2.1e-32	137.0
CP007128.1-920	NC_011353.1	94.29	35	2	0	116	150	3554383	3554417	2.6e-09	60.0
CP007128.1-920	NC_011353.1	96.55	29	1	0	122	150	4265859	4265887	4.8e-07	52.0
CP007128.1-920	NC_011353.1	96.55	29	1	0	122	150	228079	228051	4.8e-07	52.0
CP007128.1-920	NC_011353.1	96.55	29	1	0	122	150	5121062	5121034	4.8e-07	52.0
CP007128.1-920	NC_011353.1	96.55	29	1	0	122	150	5080036	5080008	4.8e-07	52.0
CP007128.1-920	NC_011353.1	96.55	29	1	0	122	150	4935765	4935737	4.8e-07	52.0
CP007128.1-920	NC_011353.1	96.55	29	1	0	122	150	4839343	4839315	4.8e-07	52.0
CP007128.1-57	NC_011353.1	90.70	43	4	0	108	150	5254757	5254715	2.0e-12	70.0
CP007129.1-1686	NC_011353.1	88.89	45	5	0	1	45	5254756	5254712	4.5e-14	76.0
CP014858.1-2565	NC_011353.1	91.49	47	4	0	1	47	5122738	5122784	6.9e-15	79.0
CP014858.1-2352	NC_011353.1	87.18	39	5	0	38	76	5121981	5122019	7.0e-09	59.0
CP014858.1-2352	NC_011353.1	87.18	39	5	0	38	76	5080955	5080993	7.0e-09	59.0
CP014858.1-2352	NC_011353.1	96.30	27	1	0	122	148	5122066	5122092	5.6e-06	49.0
CP014858.1-2352	NC_011353.1	96.30	27	1	0	122	148	5081040	5081066	5.6e-06	49.0
CP014858.1-2337	NC_011353.1	82.00	100	18	0	51	150	4263166	4263265	6.4e-31	132.0
CP014858.1-2337	NC_011353.1	82.00	100	18	0	51	150	3551794	3551893	7.3e-31	132.0
CP014858.1-2322	NC_011353.1	84.82	112	17	0	39	150	4262180	4262291	1.5e-43	174.0
CP014858.1-2322	NC_011353.1	84.82	112	17	0	39	150	3550808	3550919	1.5e-43	174.0
CP014858.1-2322	NC_011353.1	84.82	112	17	0	39	150	5124651	5124540	1.5e-43	174.0
CP014858.1-2322	NC_011353.1	84.82	112	17	0	39	150	5083625	5083514	1.5e-43	174.0
CP014858.1-2322	NC_011353.1	84.82	112	17	0	39	150	4842933	4842822	1.5e-43	174.0
CP014858.1-2322	NC_011353.1	84.82	112	17	0	39	150	231760	231649	1.5e-43	174.0
CP014858.1-2321	NC_011353.1	85.71	56	8	0	51	106	83831	83776	6.2e-16	82.0
CP014858.1-2121	NC_011353.1	91.55	71	6	0	73	143	5120430	5120360	8.0e-29	125.0
CP014858.1-2121	NC_011353.1	91.55	71	6	0	73	143	5079404	5079334	8.0e-29	125.0
CP014858.1-2121	NC_011353.1	91.55	71	6	0	73	143	4838711	4838641	8.0e-29	125.0
CP014858.1-2121	NC_011353.1	91.55	71	6	0	73	143	227447	227377	8.0e-29	125.0
CP014858.1-2056	NC_011353.1	97.37	38	1	0	10	47	3552484	3552521	5.3e-13	72.0
CP014858.1-2056	NC_011353.1	97.37	38	1	0	10	47	5122975	5122938	5.3e-13	72.0
CP014858.1-2056	NC_011353.1	97.37	38	1	0	10	47	5081949	5081912	5.3e-13	72.0
CP014858.1-2056	NC_011353.1	97.37	38	1	0	10	47	4937770	4937733	5.3e-13	72.0
CP014858.1-2056	NC_011353.1	97.37	38	1	0	10	47	4841256	4841219	5.3e-13	72.0
CP014858.1-2037	NC_011353.1	91.07	56	5	0	95	150	5122371	5122426	2.8e-19	93.0
CP014858.1-2037	NC_011353.1	91.07	56	5	0	95	150	4937166	4937221	2.8e-19	93.0
CP014858.1-2037	NC_011353.1	91.07	56	5	0	95	150	4840652	4840707	2.8e-19	93.0
CP014858.1-2037	NC_011353.1	91.07	56	5	0	95	150	229480	229535	2.8e-19	93.0
CP014858.1-2037	NC_011353.1	91.07	56	5	0	95	150	4264458	4264403	2.8e-19	93.0
CP014858.1-2037	NC_011353.1	91.07	56	5	0	95	150	3553080	3553025	2.8e-19	93.0
CP014858.1-1791	NC_011353.1	87.18	39	5	0	22	60	5121981	5122019	7.0e-09	59.0
CP014858.1-1791	NC_011353.1	87.18	39	5	0	22	60	5080955	5080993	7.0e-09	59.0
CP014858.1-1791	NC_011353.1	96.30	27	1	0	106	132	5122066	5122092	5.6e-06	49.0
CP014858.1-1791	NC_011353.1	96.30	27	1	0	106	132	5081040	5081066	5.6e-06	49.0
CP014858.1-1760	NC_011353.1	100.00	32	0	0	23	54	5117176	5117145	2.2e-10	64.0
CP014858.1-1239	NC_011353.1	90.00	60	6	0	1	60	5079604	5079663	9.3e-19	91.0
CP014858.1-1239	NC_011353.1	90.00	60	6	0	1	60	4935333	4935392	9.3e-19	91.0
CP014858.1-1239	NC_011353.1	90.00	60	6	0	1	60	227647	227706	9.3e-19	91.0
CP014858.1-1239	NC_011353.1	95.12	41	2	0	110	150	5079713	5079753	1.2e-12	71.0
CP014858.1-1239	NC_011353.1	95.12	41	2	0	110	150	4935442	4935482	1.2e-12	71.0
CP014858.1-1239	NC_011353.1	95.12	41	2	0	110	150	227756	227796	1.2e-12	71.0
CP014858.1-1239	NC_011353.1	100.00	7	0	0	82	88	5079665	5079671	2.1e+05	14.0
CP014858.1-1239	NC_011353.1	100.00	7	0	0	82	88	4935394	4935400	2.1e+05	14.0
CP014858.1-1239	NC_011353.1	100.00	7	0	0	82	88	227708	227714	2.1e+05	14.0
CP014858.1-1230	NC_011353.1	82.69	104	18	0	32	135	5123562	5123665	2.8e-33	140.0
CP014858.1-1230	NC_011353.1	82.69	104	18	0	32	135	230671	230774	2.8e-33	140.0
CP014858.1-1230	NC_011353.1	87.27	55	7	0	81	135	4263220	4263166	1.7e-15	81.0
CP014858.1-1230	NC_011353.1	87.27	55	7	0	81	135	3551848	3551794	1.7e-15	81.0
